 0.4282493E+00 0.4476303E+00 0.4677352E+00 0.4886070E+00 0.5102960E+00
 0.5328603E+00 0.5563686E+00 0.5809013E+00 0.6065540E+00 0.6334407E+00
 0.6616981E+00 0.6914911E+00 0.7230206E+00 0.7565316E+00 0.7923211E+00
 0.8307544E+00 0.8722863E+00 0.9174874E+00 0.9670775E+00 0.1021971E+01
 0.1083330E+01 0.1152637E+01 0.1231761E+01 0.1342811E-01 0.1208530E-01
 0.1208530E-01 0.1208530E-01 0.1208530E-01 0.1208530E-01 0.1208530E-01
 0.1208530E-01 0.1208530E-01 0.1208530E-01 0.1208530E-01 0.1208530E-01
 0.1208530E-01 0.1208530E-01 0.1208530E-01 0.1208530E-01 0.1208530E-01
 0.1208530E-01 0.1208530E-01 0.1208530E-01 0.1208530E-01 0.1208530E-01
 0.1208530E-01 0.1208530E-01 0.1208530E-01 0.1208530E-01 0.1208530E-01
 0.1208530E-01 0.1208530E-01 0.1208530E-01 0.1208530E-01 0.1208530E-01
 0.1208530E-01 0.1208530E-01 0.1208530E-01 0.1208530E-01 0.1208530E-01
 0.1208530E-01 0.1208530E-01 0.1208530E-01 0.1208530E-01 0.1208530E-01
 0.1208530E-01 0.1208530E-01 0.1208530E-01 0.1208530E-01 0.1208530E-01
 0.1208530E-01 0.1208530E-01 0.1208530E-01 0.1208530E-01 0.1208530E-01
 0.1208530E-01 0.1208530E-01 0.1208530E-01 0.1208530E-01 0.1208530E-01
 0.1208530E-01 0.1208530E-01 0.1208530E-01 0.1208530E-01 0.1208530E-01
 0.1208530E-01 0.1208530E-01 0.1208530E-01 0.1208530E-01 0.1208530E-01
 0.1208530E-01 0.1208530E-01 0.1208530E-01 0.1208530E-01 0.1208530E-01
 0.1208530E-01 0.1208530E-01 0.1208530E-01 0.1208530E-01 0.1208530E-01
 0.1208530E-01 0.1208530E-01 0.1208530E-01 0.1208530E-01 0.1208530E-01
 0.1208530E-01 0.1208530E-01 0.1208530E-01 0.1208530E-01 0.1208530E-01
