  0.1827494E+02  0.6284124E+01  0.6028459E+01  0.5960705E+01  0.5750706E+01
  0.5675449E+01  0.5502217E+01  0.5420076E+01  0.5278061E+01  0.5189711E+01
  0.5074530E+01  0.4980681E+01  0.4888751E+01  0.4790141E+01  0.4718453E+01
  0.4615826E+01  0.4561809E+01  0.4455904E+01  0.4417334E+01  0.4308864E+01
  0.4283808E+01  0.4173442E+01  0.4160221E+01  0.4048570E+01  0.4045735E+01
  0.3939649E+01  0.3933499E+01  0.3841372E+01  0.3827319E+01  0.3750401E+01
  0.3729264E+01  0.3666296E+01  0.3638720E+01  0.3588667E+01  0.3555135E+01
  0.3517152E+01  0.3478008E+01  0.3451401E+01  0.3406874E+01  0.3391071E+01
  0.3341297E+01  0.3335812E+01  0.3285271E+01  0.3280946E+01  0.3239087E+01
  0.3225414E+01  0.3196902E+01  0.3174202E+01  0.3158393E+01  0.3126939E+01
  0.3123279E+01  0.3118388E+01  0.3104967E+01  0.3087404E+01  0.3080340E+01
  0.3069561E+01  0.3062398E+01  0.3051571E+01  0.3034305E+01  0.3031337E+01
  0.3016597E+01  0.2999269E+01  0.2982621E+01  0.2980932E+01  0.2973979E+01
  0.2965859E+01  0.2954078E+01  0.2949380E+01  0.2933528E+01  0.2927751E+01
  0.2918149E+01  0.2902607E+01  0.2901126E+01  0.2890700E+01  0.2890694E+01
  0.2887633E+01  0.2874839E+01  0.2873199E+01  0.2859240E+01  0.2848771E+01
  0.2845170E+01  0.2831594E+01  0.2822736E+01  0.2818492E+01  0.2805848E+01
  0.2797407E+01  0.2793517E+01  0.2781278E+01  0.2771791E+01  0.2769471E+01
  0.2758083E+01  0.2747101E+01  0.2746827E+01  0.2736513E+01  0.2726140E+01
  0.2722210E+01  0.2715974E+01  0.2706178E+01  0.2697708E+01  0.2696738E+01
  0.2687641E+01  0.2678877E+01  0.2673809E+01  0.2670431E+01  0.2662259E+01
  0.2654193E+01  0.2650120E+01  0.2646417E+01  0.2638918E+01  0.2631683E+01
  0.2626706E+01  0.2624700E+01  0.2617956E+01  0.2611438E+01  0.2611438E+01
  0.2604871E+01  0.2603831E+01  0.2598166E+01  0.2591254E+01  0.2584076E+01
  0.2581162E+01  0.2576728E+01  0.2569201E+01  0.2561486E+01  0.2558704E+01
  0.2553573E+01  0.2545452E+01  0.2537115E+01  0.2536645E+01  0.2528552E+01
  0.2519699E+01  0.2514793E+01  0.2510465E+01  0.2500966E+01  0.2492974E+01
  0.2491190E+01  0.2481124E+01  0.2471447E+01  0.2470754E+01  0.2460065E+01
  0.2450186E+01  0.2449032E+01  0.2437452E+01  0.2428808E+01  0.2425492E+01
  0.2413130E+01  0.2407640E+01  0.2400340E+01  0.2387096E+01  0.2386677E+01
  0.2373337E+01  0.2365761E+01  0.2358871E+01  0.2344851E+01  0.2343840E+01
  0.2328202E+01  0.2324110E+01  0.2311913E+01  0.2303532E+01  0.2294865E+01
  0.2282884E+01  0.2276920E+01  0.2262348E+01  0.2258215E+01  0.2241970E+01
  0.2238756E+01  0.2221733E+01  0.2218538E+01  0.2201449E+01  0.2197605E+01
