 0.4044501E+03 0.3931305E+03 0.3820547E+03 0.3712191E+03 0.3606192E+03
 0.3502515E+03 0.3401118E+03 0.3301967E+03 0.3205022E+03 0.3110246E+03
 0.3017605E+03 0.2927062E+03 0.2838582E+03 0.2752132E+03 0.2667675E+03
 0.2585180E+03 0.2504612E+03 0.2425939E+03 0.2349130E+03 0.2274154E+03
 0.2200977E+03 0.2129570E+03 0.2059902E+03 0.1991944E+03 0.1925665E+03
 0.1861039E+03 0.1798034E+03 0.1736623E+03 0.1676778E+03 0.1618471E+03
 0.1561676E+03 0.1506366E+03 0.1452513E+03 0.1400092E+03 0.1349077E+03
 0.1299442E+03 0.1251163E+03 0.1204213E+03 0.1158569E+03 0.1114206E+03
 0.1071100E+03 0.1029228E+03 0.9885648E+02 0.9490883E+02 0.9107753E+02
 0.8736023E+02 0.8375479E+02 0.8025885E+02 0.7687028E+02 0.7358688E+02
 0.7040645E+02 0.6732687E+02 0.6434599E+02 0.6146171E+02 0.5867195E+02
 0.5597462E+02 0.5336769E+02 0.5084914E+02 0.4841692E+02 0.4606906E+02
 0.4380358E+02 0.4161851E+02 0.3951192E+02 0.3748189E+02 0.3552650E+02
 0.3364386E+02 0.3183211E+02 0.3008939E+02 0.2841388E+02 0.2680375E+02
 0.2525719E+02 0.2377246E+02 0.2234777E+02 0.2098139E+02 0.1967160E+02
 0.1841671E+02 0.1721503E+02 0.1606494E+02 0.1496478E+02 0.1391296E+02
 0.1290790E+02 0.1194805E+02 0.1103189E+02 0.1015792E+02 0.9324689E+01
 0.8530760E+01 0.7774732E+01 0.7055251E+01 0.6370991E+01 0.5720669E+01
 0.5103045E+01 0.4516894E+01 0.3961106E+01 0.3434563E+01 0.2936205E+01
 0.2465029E+01 0.2020091E+01 0.1600532E+01 0.1462282E+01 0.1462282E+01
 0.1462282E+01 0.1263163E+01 0.8775883E+00 0.5122982E+00 0.1661378E+00
-0.1360992E+00-0.4725994E+00-0.7664581E+00-0.1044000E+01-0.1305708E+01
-0.1552070E+01-0.1783568E+01-0.2000639E+01-0.2203752E+01-0.2393341E+01
-0.2569821E+01-0.2733613E+01-0.2885121E+01-0.3024743E+01-0.3152860E+01
-0.3269854E+01-0.3376083E+01-0.3471910E+01-0.3557679E+01-0.3633728E+01
-0.3700387E+01-0.3757981E+01-0.3806818E+01-0.3847208E+01-0.3879446E+01
-0.3903820E+01-0.3920615E+01-0.3930104E+01-0.3932555E+01-0.3928228E+01
-0.3917375E+01-0.3900245E+01-0.3877076E+01-0.3848104E+01-0.3813555E+01
-0.3773649E+01-0.3728605E+01-0.3678628E+01-0.3623925E+01-0.3564692E+01
-0.3501124E+01-0.3433406E+01-0.3361720E+01-0.3286244E+01-0.3207152E+01
-0.3124608E+01-0.3038777E+01-0.2949814E+01-0.2857876E+01-0.2763107E+01
-0.2665657E+01-0.2565663E+01-0.2463263E+01-0.2358589E+01-0.2251768E+01
-0.2142927E+01-0.2032186E+01-0.1919662E+01-0.1805467E+01-0.1689715E+01
-0.1572511E+01-0.1453957E+01-0.1334156E+01-0.1213205E+01-0.1091196E+01
-0.9682238E+00-0.8443732E+00-0.7197310E+00-0.5943818E+00-0.4684030E+00
-0.3418726E+00-0.2148661E+00-0.8745707E-01 0.4028722E-01 0.1682971E+00
 0.2965069E+00 0.4248550E+00 0.5532811E+00 0.6817250E+00 0.8101318E+00
 0.9384444E+00 0.1066613E+01 0.1194585E+01 0.1322311E+01 0.1449747E+01
 0.1576845E+01 0.1703563E+01 0.1829857E+01 0.1955690E+01 0.2081022E+01
 0.2205816E+01 0.2330037E+01 0.2453649E+01 0.2576622E+01 0.2698924E+01
 0.2820524E+01 0.2941394E+01 0.3061508E+01 0.3180840E+01 0.3299362E+01
 0.3417054E+01 0.3533892E+01 0.3649855E+01 0.3764923E+01 0.3879076E+01
 0.3992296E+01 0.4104567E+01 0.4215870E+01 0.4326193E+01 0.4435519E+01
 0.4543835E+01 0.4651129E+01 0.4757390E+01 0.4862605E+01 0.4966764E+01
 0.5069859E+01 0.5171879E+01 0.5272818E+01 0.5372667E+01 0.5471421E+01
 0.5569072E+01 0.5665616E+01 0.5761047E+01 0.5855362E+01 0.5948556E+01
 0.6040627E+01 0.6131571E+01 0.6221387E+01 0.6310073E+01 0.6397628E+01
 0.6484052E+01 0.6569343E+01 0.6653502E+01 0.6736530E+01 0.6818428E+01
 0.6899199E+01 0.6978838E+01 0.7057357E+01 0.7134753E+01 0.7211027E+01
 0.7286187E+01 0.7360232E+01 0.7433171E+01 0.7505003E+01 0.7575732E+01
 0.7645366E+01 0.7713910E+01 0.7781367E+01 0.7847744E+01 0.7913043E+01
 0.7977274E+01
 0.4044501E+03 0.3931305E+03 0.3820547E+03 0.3712191E+03 0.3606192E+03
 0.3502515E+03 0.3401118E+03 0.3301967E+03 0.3205022E+03 0.3110246E+03
 0.3017605E+03 0.2927062E+03 0.2838582E+03 0.2752132E+03 0.2667675E+03
 0.2585180E+03 0.2504612E+03 0.2425939E+03 0.2349130E+03 0.2274154E+03
 0.2200977E+03 0.2129570E+03 0.2059902E+03 0.1991944E+03 0.1925665E+03
 0.1861039E+03 0.1798034E+03 0.1736623E+03 0.1676778E+03 0.1618471E+03
 0.1561676E+03 0.1506366E+03 0.1452513E+03 0.1400092E+03 0.1349077E+03
 0.1299442E+03 0.1251163E+03 0.1204213E+03 0.1158569E+03 0.1114206E+03
 0.1071100E+03 0.1029228E+03 0.9885648E+02 0.9490883E+02 0.9107753E+02
 0.8736023E+02 0.8375479E+02 0.8025885E+02 0.7687028E+02 0.7358688E+02
 0.7040645E+02 0.6732687E+02 0.6434599E+02 0.6146171E+02 0.5867195E+02
 0.5597462E+02 0.5336769E+02 0.5084914E+02 0.4841692E+02 0.4606906E+02
 0.4380358E+02 0.4161851E+02 0.3951192E+02 0.3748189E+02 0.3552650E+02
 0.3364386E+02 0.3183211E+02 0.3008939E+02 0.2841388E+02 0.2680375E+02
 0.2525719E+02 0.2377246E+02 0.2234777E+02 0.2098139E+02 0.1967160E+02
 0.1841671E+02 0.1721503E+02 0.1606494E+02 0.1496478E+02 0.1391296E+02
 0.1290790E+02 0.1194805E+02 0.1103189E+02 0.1015793E+02 0.9324690E+01
 0.8530761E+01 0.7774733E+01 0.7055252E+01 0.6370992E+01 0.5720670E+01
 0.5103046E+01 0.4516895E+01 0.3961107E+01 0.3434564E+01 0.2936207E+01
 0.2465031E+01 0.2020093E+01 0.1600534E+01 0.1462282E+01 0.1462282E+01
 0.1462282E+01 0.1263165E+01 0.8775904E+00 0.5123006E+00 0.1661404E+00
-0.1360964E+00-0.4725962E+00-0.7664546E+00-0.1043996E+01-0.1305704E+01
-0.1552065E+01-0.1783562E+01-0.2000633E+01-0.2203746E+01-0.2393333E+01
-0.2569813E+01-0.2733604E+01-0.2885111E+01-0.3024731E+01-0.3152847E+01
-0.3269840E+01-0.3376068E+01-0.3471892E+01-0.3557660E+01-0.3633707E+01
-0.3700363E+01-0.3757955E+01-0.3806790E+01-0.3847177E+01-0.3879411E+01
-0.3903783E+01-0.3920574E+01-0.3930060E+01-0.3932506E+01-0.3928175E+01
-0.3917318E+01-0.3900183E+01-0.3877009E+01-0.3848032E+01-0.3813478E+01
-0.3773566E+01-0.3728516E+01-0.3678533E+01-0.3623824E+01-0.3564585E+01
-0.3501009E+01-0.3433285E+01-0.3361592E+01-0.3286108E+01-0.3207009E+01
-0.3124456E+01-0.3038618E+01-0.2949646E+01-0.2857700E+01-0.2762922E+01
-0.2665463E+01-0.2565460E+01-0.2463051E+01-0.2358367E+01-0.2251537E+01
-0.2142686E+01-0.2031934E+01-0.1919399E+01-0.1805194E+01-0.1689431E+01
-0.1572216E+01-0.1453652E+01-0.1333839E+01-0.1212877E+01-0.1090856E+01
-0.9678718E+00-0.8440092E+00-0.7193548E+00-0.5939931E+00-0.4680018E+00
-0.3414585E+00-0.2144390E+00-0.8701685E-01 0.4074077E-01 0.1687641E+00
 0.2969877E+00 0.4253496E+00 0.5537898E+00 0.6822479E+00 0.8106691E+00
 0.9389962E+00 0.1067180E+01 0.1195167E+01 0.1322907E+01 0.1450359E+01
 0.1577472E+01 0.1704205E+01 0.1830515E+01 0.1956365E+01 0.2081712E+01
 0.2206522E+01 0.2330759E+01 0.2454388E+01 0.2577378E+01 0.2699697E+01
 0.2821314E+01 0.2942201E+01 0.3062332E+01 0.3181681E+01 0.3300220E+01
 0.3417931E+01 0.3534786E+01 0.3650767E+01 0.3765853E+01 0.3880024E+01
 0.3993262E+01 0.4105551E+01 0.4216874E+01 0.4327215E+01 0.4436560E+01
 0.4544895E+01 0.4652208E+01 0.4758488E+01 0.4863722E+01 0.4967901E+01
 0.5071014E+01 0.5173055E+01 0.5274014E+01 0.5373882E+01 0.5472656E+01
 0.5570327E+01 0.5666891E+01 0.5762342E+01 0.5856677E+01 0.5949892E+01
 0.6041982E+01 0.6132947E+01 0.6222784E+01 0.6311491E+01 0.6399066E+01
 0.6485510E+01 0.6570822E+01 0.6655003E+01 0.6738051E+01 0.6819971E+01
 0.6900764E+01 0.6980423E+01 0.7058963E+01 0.7136381E+01 0.7212676E+01
 0.7287857E+01 0.7361924E+01 0.7434884E+01 0.7506738E+01 0.7577488E+01
 0.7647144E+01 0.7715710E+01 0.7783188E+01 0.7849587E+01 0.7914908E+01
 0.7979161E+01
 0.4044501E+03 0.3931305E+03 0.3820547E+03 0.3712191E+03 0.3606192E+03
 0.3502515E+03 0.3401118E+03 0.3301967E+03 0.3205022E+03 0.3110246E+03
 0.3017605E+03 0.2927062E+03 0.2838582E+03 0.2752132E+03 0.2667675E+03
 0.2585180E+03 0.2504612E+03 0.2425939E+03 0.2349130E+03 0.2274154E+03
 0.2200977E+03 0.2129570E+03 0.2059902E+03 0.1991944E+03 0.1925665E+03
 0.1861039E+03 0.1798034E+03 0.1736623E+03 0.1676778E+03 0.1618471E+03
 0.1561676E+03 0.1506366E+03 0.1452513E+03 0.1400092E+03 0.1349077E+03
 0.1299442E+03 0.1251163E+03 0.1204213E+03 0.1158569E+03 0.1114206E+03
 0.1071100E+03 0.1029228E+03 0.9885648E+02 0.9490884E+02 0.9107753E+02
 0.8736023E+02 0.8375479E+02 0.8025885E+02 0.7687028E+02 0.7358688E+02
 0.7040645E+02 0.6732687E+02 0.6434599E+02 0.6146171E+02 0.5867195E+02
 0.5597463E+02 0.5336770E+02 0.5084914E+02 0.4841692E+02 0.4606907E+02
 0.4380359E+02 0.4161852E+02 0.3951192E+02 0.3748189E+02 0.3552650E+02
 0.3364386E+02 0.3183211E+02 0.3008939E+02 0.2841388E+02 0.2680375E+02
 0.2525720E+02 0.2377246E+02 0.2234778E+02 0.2098139E+02 0.1967160E+02
 0.1841672E+02 0.1721504E+02 0.1606495E+02 0.1496479E+02 0.1391296E+02
 0.1290791E+02 0.1194806E+02 0.1103190E+02 0.1015794E+02 0.9324700E+01
 0.8530771E+01 0.7774745E+01 0.7055265E+01 0.6371006E+01 0.5720685E+01
 0.5103062E+01 0.4516913E+01 0.3961126E+01 0.3434585E+01 0.2936230E+01
 0.2465057E+01 0.2020121E+01 0.1600565E+01 0.1462281E+01 0.1462280E+01
 0.1462280E+01 0.1263194E+01 0.8776218E+00 0.5123352E+00 0.1661788E+00
-0.1360542E+00-0.4725490E+00-0.7664021E+00-0.1043937E+01-0.1305639E+01
-0.1551993E+01-0.1783482E+01-0.2000543E+01-0.2203645E+01-0.2393222E+01
-0.2569688E+01-0.2733466E+01-0.2884957E+01-0.3024560E+01-0.3152656E+01
