  0.6884923E+03  0.6840506E+03  0.5653791E+03  0.5614043E+03  0.4180001E+03
  0.4143396E+03  0.3131737E+03  0.3096998E+03  0.2385501E+03  0.2351683E+03
  0.1849654E+03  0.1816088E+03  0.1459098E+03  0.1425341E+03  0.1169005E+03
  0.1134782E+03  0.9490083E+02  0.9141718E+02  0.7786201E+02  0.7431148E+02
  0.6439441E+02  0.6077807E+02  0.5354478E+02  0.4986841E+02  0.4464953E+02
  0.4092213E+02  0.3723906E+02  0.3347204E+02  0.3097541E+02  0.2718155E+02
  0.2561126E+02  0.2180425E+02  0.2096275E+02  0.1715165E+02  0.1703466E+02
  0.1689110E+02  0.1329009E+02  0.1325031E+02  0.1311238E+02  0.1007738E+02
  0.9561983E+01  0.7188349E+01  0.6406808E+01  0.4571768E+01  0.3583220E+01
  0.2186601E+01  0.1040364E+01  0.0000000E+00 -0.2450494E-01 -0.3661073E+00
 -0.7305187E+00 -0.1065859E+01 -0.1065963E+01 -0.1093296E+01 -0.1268509E+01
 -0.1454486E+01 -0.1808478E+01 -0.2150338E+01 -0.2490807E+01 -0.2829916E+01
 -0.3167722E+01 -0.3368190E+01 -0.3391601E+01 -0.3495016E+01 -0.3717803E+01
 -0.3814894E+01 -0.4065582E+01 -0.4133640E+01 -0.4385403E+01 -0.4385496E+01
 -0.4411561E+01 -0.4451284E+01 -0.4755798E+01 -0.4767854E+01 -0.5072176E+01
 -0.5086391E+01 -0.5372069E+01 -0.5411365E+01 -0.5671041E+01 -0.5734772E+01
 -0.5969140E+01 -0.6056664E+01 -0.6266371E+01 -0.6373898E+01 -0.6550845E+01
 -0.6677795E+01 -0.6832505E+01 -0.6980355E+01 -0.7113453E+01 -0.7281597E+01
 -0.7393692E+01 -0.7581569E+01 -0.7673265E+01 -0.7872030E+01 -0.7940495E+01
 -0.8155282E+01 -0.8205486E+01 -0.8437413E+01 -0.8469920E+01 -0.8718447E+01
 -0.8733819E+01 -0.8997205E+01 -0.8998401E+01 -0.9249324E+01 -0.9265743E+01
 -0.9498679E+01 -0.9530143E+01 -0.9746873E+01 -0.9793603E+01 -0.9993176E+01
 -0.1005616E+02 -0.1023669E+02 -0.1031721E+02 -0.1046786E+02 -0.1056515E+02
 -0.1069072E+02 -0.1081230E+02 -0.1090736E+02 -0.1105867E+02 -0.1111655E+02
 -0.1130429E+02 -0.1131721E+02 -0.1150866E+02 -0.1154719E+02 -0.1168167E+02
 -0.1168167E+02 -0.1177919E+02 -0.1201167E+02 -0.1224685E+02 -0.1232964E+02
 -0.1248677E+02 -0.1272919E+02 -0.1290986E+02 -0.1297115E+02 -0.1322278E+02
 -0.1343593E+02 -0.1348564E+02 -0.1375986E+02 -0.1392114E+02 -0.1403345E+02
 -0.1431861E+02 -0.1436488E+02 -0.1461179E+02 -0.1478379E+02 -0.1489851E+02
 -0.1494372E+02 -0.1498927E+02 -0.1503516E+02 -0.1508140E+02 -0.1512799E+02
 -0.1516000E+02 -0.1517494E+02 -0.1522223E+02 -0.1526990E+02 -0.1531793E+02
 -0.1536633E+02 -0.1541510E+02 -0.1546426E+02 -0.1551380E+02 -0.1551565E+02
 -0.1556373E+02 -0.1561405E+02 -0.1566478E+02 -0.1571591E+02 -0.1576607E+02
 -0.1581523E+02 -0.1584562E+02 -0.1586478E+02 -0.1591474E+02 -0.1596510E+02
