4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 
4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 
4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 
4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 
4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 
4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 
4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 
4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 
4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 
4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 
4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 
4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 
4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 
4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 
4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 
4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 
4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 
4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 
4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 
4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 
4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 
4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 
4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 
4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 
4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 
4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 
4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 
4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 
4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 
4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 
4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 
4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 
4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 
4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 
4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 
4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 
4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 4.616667e-007 
